298.9,277.85,273.13,267.25,264.66,246.73,260.14,282.6,290.48,309.65,325.67,343.38,362.19,369.66,383.5,392.63,416.62,451.52,460.87,472.39,499.16,528.14,541.15,536.91,523.24,519.69,503.91,504.32,511.4,517.68,515.87,540.25,535.89,539.63,565.58,545.83,539.61,540.53,542.14,534.38,547.23,552.66,556.89,554.39,525.39,490.32,477.46,478.02,479.11,481.58,475.36,476.26,465.07,460.8,464.06,469.48,455.03,461.01,456.72,455.75,452.26,442.71,434.82,397.14,406.26,425.66,424.05,427.15,403.79,403.5,414.4,425.86,432.27,421.62,434.03,442.24,464.51,458.41,464.71,464.47,473.74,483.46,488.62,499.79,527.93,541,554.22,559.83,560.72,543.52,547.55,568.33,591.57,631.19,752.29,706.9,660.09,658.65,665.93,680.55,687.5,685.47,710.53,701.47,675.02,686.25,676.74,671.62,653.54,643.3,653.72,657.03,665.13,682.41,676.73,700.85,696.54,710.75,738.37,762.48,780.04,800.64,824.38,845.37,759.7,747.8,750.9,766.04,771.95,764.92,782.3,787.75,806.38,771.01,702.33,632.91,623.61,615.34,641.46,644.02,632.72,641.96,653.25,660.32,637.98,629.45,605.54,610.81,597.63,605.11,625.82,621.08,633.91,655.99,669.06,687.9,712.48,730,787.92,812.92,813.13,838.08,840.26,852.03,864.75,861.17,857.33,866.02,882.82,901.49,922.84,941.32,928.09,944.08,995.51,985.08,971.31,984.53,1008.2,995.7,1014.2,1031.7,1029.2,1036.4,1054.9,1077.5,1021.7,1013.8,1007.6,1028.7,1051.5,1064.2,1074.5,1077.7,1075.9,1104,1114.5,1130.6,1148.8,1155.2,1167.6
310.54,477.63,538.75,564.46,571.72,570.45,614.03,650.28,666.17,642.76,648.1,654.27,656.97,659.44,661.86,662.37,670.19,667.95,668.25,673.22,673.93,675.52,662.33,708.66,728.41,739.13,705.6,722.56,731.42,731.3,739.81,804.5,811.46,811.47,827.02,891.37,867.32,850.99,859.81,839.53,831.78,850.85,837.81,851.1,804.89,819.98,859.83,827.32,823.21,827.68,841.37,842.1,857.77,863.24,868.78,847.31,859.87,870.67,906.31,921.09,919.23,936.62,939.91,916.51,926.57,965.43,956.05,973.72,972.94,990.51,1002.1,1001.4,1031.8,1048.3,1063.9,1072,1105.4,1127,1144.6,1170.1,1197.8,1204.8,1138.5,1046,1154.8,1175.8,1188.9,1171.2,1186.5,1248,1286.5,1322.6,1323.6,1316.9,1320.5,1303.4,1308.9,1332.1,1339,1345.1,1337.4,1338.9,1362.9,1357.2,1336.7,1315.5,1300,1203.6,1225.7,1238,1283.9,1315.6,1309,1328.5,1267.1,1307.1,1335.5,1357.4,1408.5,1423.8,1450.2,1468.2,1478.7,1499.8,1430.8,1436.7,1445.5,1486.7,1512.5,1524.9,1571.3,1571.4,1565.5,1546.2,1445.4,1480.6,1497.2,1508.1,1526.9,1555.1,1542.7,1539.5,1546.1,1554.1,1561.4,1558,1535.9,1557,1600.4,1580,1625.5,1602.4,1612.5,1641.9,1688.9,1685.4,1696.1,1714.9,1722.8,1784.7,1782.7,1805.7,1855.1,1865.9,1896,1901.5,1940,1961.5,1981.8,1981.6,1969.4,1974.9,1967.5,1972,1983.5,1961.5,1926.2,1931.5,1924.2,1900.5,1929.7,1909.1,1922.6,1932.4,1948.8,1964,1906.1,1915.8,1938.5,1944,1980.1,1964.5,1889.3,1802.6,1835.7,1870.2,1867.6,1895.7,1909.8,1916.8,1933.4
1091.8,1121.9,523.75,334.48,282.2,415,420.15,386.03,505.72,485.93,572.71,545.76,643.04,632.31,582.25,506.34,615.47,544.01,542.97,515.81,511.65,557.1,680.53,693.23,717.98,543.83,521.23,666.09,521.57,686.4,724.1,788.51,616.2,548.69,600.31,616.38,564.62,652.4,554.45,584.69,578.29,647.09,572.52,620.1,567.97,713.68,671.52,678.17,630.27,537.23,499.86,751.56,809.01,548.15,553.59,730.14,780.36,469.31,705.27,765.96,710.48,820.79,443.66,600.54,743.34,555.25,621.19,829.63,808.64,483.71,440.26,601.47,639.5,517.15,852,518.93,1089.5,508.68,1094.4,746.35,1122.7,908.49,949.88,531.34,650.91,696.78,785.99,646.87,784.56,1245.4,966.74,1128.2,743.41,821.97,999.67,1262.9,743.2,849.58,797.5,1052.2,1125,1304.8,1017.7,923.21,750.78,918.12,1237.7,952.75,1191.4,1099.1,1028,1177.2,963.32,1220.4,1257.4,846.92,817.85,1088.8,988.96,938.57,1079.7,1303.9,1052.2,974.8,1412.8,796.34,1362.7,1057.1,1363.9,1503.7,1059.1,1268.8,1218.9,1365.5,1378.1,847.5,928.66,870.95,926.09,677.91,1444,1418.4,1298.4,1513.6,1179.2,1445,1486.7,1275.7,914.32,1497.8,1377.1,1211.8,1065.4,1608.8,1640.9,880.11,1683.2,1451.6,1084,1331.8,1671.3,1022,1720.2,1771.8,1845.3,1788.8,1436.9,1717.5,1369.2,1429.2,1214.2,1555.3,1135,1369.4,1623.9,1689.3,1425.3,1256.3,1843.4,1488.5,1606.5,1308,1428.5,1927.2,1521.4,1517,1895.5,1329.7,1158,1403,1550.3,1875.8,1476.1,1691.4,1263.9,1841,1861.3,1856.8,1597,1596.3,1297.1
1069.9,736.17,1124.6,1132.4,1122.1,1122.1,1117.8,1097.1,1091.6,1078.7,1064.5,1056.8,1046.5,1021.7,1007.8,994.73,991.62,976.96,954.78,941.81,928.8,921.08,911.12,910.97,898.72,889.22,880.38,863.74,851.8,832.54,815.7,806.76,787.56,785.96,767.46,757.62,748.48,737.75,732.74,724.04,693.5,682.48,666.69,648.07,633.26,621.22,615.07,605.11,594.64,595.44,591.82,577.41,578.81,562.46,565.71,561.82,549.35,548.33,532.1,525.21,519.17,510.03,512.59,511.87,512.16,504.41,491.65,472.18,464.85,451.9,442.44,431.73,410.73,411.5,404.31,395.84,431.59,444.8,429.8,475.76,485.29,468.01,481.33,475.24,469.86,447.89,455.38,459.33,462.07,472.79,457.25,441.5,416.23,425.14,415.59,412.68,423.39,429.94,436.29,444.51,452.93,462.62,469.28,493.74,475.62,458.98,450.5,462.24,453.09,442.29,467.98,448.82,442.97,441.02,444.12,437.08,432.9,452.24,443.71,437.99,447.22,450.83,450.59,449.91,458.39,451.78,443.61,438.11,426.88,429.78,434.86,429.17,428.01,417.08,420.76,425.56,1411.6,1245.8,737.47,1024.6,1122.5,1445.2,1061.5,1486.7,765.58,1230.7,1433.4,894.4,1017.6,658.31,815.47,1111,1496.9,1137.2,712.8,804.69,727.39,1628.4,1476.7,962.88,856.66,1751.8,1616.5,974.07,1482.4,1046.5,1900.4,954.33,1703.3,1508.6,1582.6,949.35,1188.3,1572.6,1570.9,1865.7,1195.8,1534.2,1089.1,1334.6,1143.6,1039.8,1139.1,1157.7,1667.2,1850.3,1320.5,1786.6,1104.3,1797.1,1598.2,1347.8,1090.3,1423.7,1834.9,1665.7,1132.3,1895,1623.5,1329,1228.8
1572.8,1544.3,573.29,458.97,429.13,410.85,384.55,355.8,336.6,337.94,312.43,307.25,287.76,249.65,245.08,231.61,230.62,206.35,181.08,163.15,149.3,130.09,98.865,65.193,67.583,60.94,79.902,72.345,67.423,48.161,26.63,17.581,22.097,24.726,41.458,38.313,20.016,24.672,28.741,22.853,19.192,21.919,20.82,22.513,21.121,21.77,21.778,19.421,27.179,21.667,27.095,22.248,22.45,24.409,27.194,19.728,26.59,23.074,21.256,30.773,35.185,20.477,50.537,53.298,38.6,19.796,19.969,19.826,23.338,23.193,19.119,18.105,17.549,31.67,26.711,21.387,24.627,24.781,31.408,20.13,19.715,21.737,18.494,34.836,22.397,18.102,18.586,22.893,27.779,100.11,112.02,88.775,57.749,29.08,23.995,15.694,16.995,24.495,42.524,20.6,25.618,47.04,21.238,39.12,31.487,29.388,36.08,46.845,50.337,30.76,42.604,28.323,25.122,23.215,24.271,18.064,20.595,20.511,19.642,24.585,16.857,21.981,23.904,20.245,24.082,28.193,23.835,24.031,23.86,22.982,19.141,26.752,16.344,19.798,20.355,20.052,420.68,411.79,409.61,401.58,406.54,403.9,395.96,401.19,394.4,381.57,368.05,357.2,336.86,337.97,339.37,326.13,319.5,315.62,312.03,292.76,278,268.24,256.17,261.27,246.66,247.33,240.19,230.23,212.48,204.12,192.3,189.34,182.72,172.69,171.69,159.86,147.54,145.33,137.01,133.53,145.86,145.11,145.89,148.52,150.14,143.26,136.12,146.54,141.03,139,135.2,147.32,147.06,143.27,142.24,126.6,126.83,130.7,127.15,133.45,131.96,131.57,125.95,118,118.95
1593.2,1884.4,1515,934.08,664.78,493.88,1072.7,585.6,515.38,1046.8,468.82,539.36,658.58,634.76,483.83,849.69,293.04,552.85,673.77,387.6,916.68,410.54,698.9,891.63,458.15,458.92,676.37,122.71,314.84,651.88,194.71,243.49,703.29,752.18,607.61,510.92,562.66,84.921,542.6,665.17,424.07,497.57,63.571,43.061,78.545,597.37,47.548,390.64,460.61,376.44,420.91,319.63,191.89,195.61,180.4,331.52,43.142,182.47,218.13,396.18,259.68,490.35,351.54,81.07,247,340.11,76.753,180.25,119.45,263.52,234.7,171,230.04,1815.1,1815.1,1811.4,318.59,250.4,275.73,1810,1813.8,1807,440.5,82.197,34.852,443.65,365.96,433.12,1843,223.16,128.5,369.13,140.66,333.42,159.9,302.47,372.38,281.06,409.92,145.98,272.59,116.14,178.24,326.88,370.45,189.67,428.83,1824.3,1814.2,1791.2,1787.3,1788.1,1794.7,1793,1798,1798.6,1799.1,1794,1792.4,1780.3,1771.8,1776.7,1782.7,1784.1,1779.1,1776.1,1805,1807.5,1817,1806.4,1805.7,1806.7,1811.1,1820.1,1817.3,1820,23.145,19.909,21.138,18.625,19.678,28.065,22.893,32.445,23.34,26.878,18.496,25.307,20.017,24.328,22.406,23.875,25.505,19.798,20.315,22.569,18.542,23.808,17.916,27.175,19.617,21.019,24.361,23.407,28.347,23.109,23.334,22.908,27.205,24.698,21.295,30.148,27.969,27.099,28.415,23.713,20.334,26.791,27.836,25.66,25.653,24.684,29.99,19.845,30.651,23.842,23.637,22.168,29.13,23.36,29.02,26.153,21.462,24.143,23.443,21.188,27.888,29.726,27.933,25.844,31.718
1253.8,1302,1981.3,1507.2,1491.1,1483.3,1499.7,1509.2,1521.7,1528.3,1537.8,1560,1584.3,1570.2,1629.3,1617.3,1620.4,1626.4,1632.5,1641.1,1641.9,506.45,338.45,819.14,530.17,796.65,266.65,386.92,844.58,627.79,1718.6,147.68,1741,1744.5,1756,1757.8,1759.5,1764.1,1767,1769.6,1773.1,1769.9,1770.6,1772.1,1775.8,1773.7,1774,1779.6,1781.7,1788.9,1787.9,1786.8,1791.3,1792.9,1790.5,1793.8,1796.8,1798.8,1785.3,1786.7,1790.7,1794.1,1795.4,1798.7,1793,1794.6,1798.5,1807.4,1813.9,1815,1801.6,1810,1809.2,1978.8,1976.1,1976,1809.9,1806.7,1810.6,1975.6,1975.3,1968,1797.1,1813.9,1817.4,1822.5,1830.9,1834.5,1968.6,1852.9,1846.8,1848.7,1841.7,1846.2,1869,1874.9,1874.4,1869.3,1856.8,1843,1844.6,1840.5,1846.7,1850.6,1846.5,1840.6,1824.4,1971.8,1977.8,1972.6,1962.9,1971,1977.8,1973.8,1964,1972.7,1966.2,1971.4,1976.1,1978.3,1972.3,1971.3,1977.5,1977.6,1975.1,1950,1971.9,1970.8,1978.6,1959.1,1967.1,1980,1968.8,1972.5,1978.1,1965.1,1833.4,1831,1831,1855.4,1847.9,1877.1,1876.5,1868.4,1884.2,1882.1,1885.8,1875,1877,1874.2,1868.7,1874.9,1884.3,1887.2,1887,1888.3,1875.6,1858.5,1852.5,1831.4,1840.7,1849.3,1832.5,1840.4,1871,1876.5,1880.3,1880.1,1881.2,1872.7,1843.1,1843.1,1847.5,1868.4,1849.2,1862.9,1844.7,1865.3,1867.8,1915.6,1912,1903,1893.6,1891.7,1891.4,1890.4,1888.5,1933.6,1933.8,1919.3,1932.8,1925.4,1912.5,1904.2,1914.3,1921.5,1909.1,1910.2,1904.1,1902,1905.9
1237.7,1004.2,1845.4,1978.2,1973.8,1973.6,1976.8,1978.1,1977.3,1977.1,1978.9,1973.6,1974.8,1974.7,1976.5,1978,1978.5,1972.8,1976,1978.2,1975,1660.7,1673.4,1669,1672.5,1685.6,1697.5,1703.6,1707.7,1710.3,1972.7,1733.8,1973.5,1979.9,1975.5,1976.7,1980.7,1975.5,1978.8,1973,1976.6,1978.4,1976.1,1979.9,1975.6,1980.9,1975.3,1966.8,1966.1,1971.7,1978.7,1973.2,1975.3,1975,1975.9,1974.7,1972.9,1977.1,1977.1,1975.5,1977.3,1976.4,1972.3,1972,1977.1,1973.5,1974.1,1970.7,1974.8,1971.6,1973.6,1973.8,1977.9,768.43,749.66,719.64,1976.9,1974,1973.5,653.47,645.52,657.39,1971.6,1978.4,1976.5,1978,1971.4,1969.3,637.92,1971.2,1969.9,1974.6,1973.7,1962.1,1920.7,1909.3,1914.1,1925.7,1953.6,1948.3,1961.7,1965.4,1965.6,1977,1972.3,1975.9,1969.4,590.14,598.03,590.18,587.36,582.65,569.5,559.53,523.52,539.28,537.09,535.94,526.18,515.94,512.76,510.01,498.13,490.89,491.72,489.71,475.72,485.75,488.9,469.33,467.45,475.23,455.44,446.97,431.5,426.13,1976,1974.5,1985,1979.8,1978.8,1977.6,1969.7,1937.5,1951.5,1956.8,1936,1918.2,1899.5,1908.3,1938.1,1921.4,1929.3,1944.6,1949.2,1965.2,1979.6,1979.6,1977.9,1978.1,1977.6,1968.7,1956,1951.4,1927.6,1943.8,1936.6,1940.7,1956.9,1964.5,1948.1,1981,1973.7,1978.6,1975.8,1974.3,1977.3,1963.1,1974.2,1966.8,1973.4,1965.3,1960.5,1959.1,1958.9,1940,1937.1,1866.5,1858.8,1882.3,1875.2,1876.2,1860.2,1862.1,1854.3,1851,1842.3,1838,1831.6,1828,1816.1
535.65,530.47,1311.1,1575.7,1799.5,1667.6,1863.9,1704.4,1641,1716.2,1695.6,1850,1902,1921.8,1660.2,1728,1976,1882.9,1903.6,1945.1,1960.6,1975.7,1974,1973.1,1975.8,1975,1973.8,1972.6,1973.8,1973,1950.8,1974.6,1778.2,1755.2,1934.2,1947.8,1960.8,1907.1,1930.6,1880.3,1805.6,1828,1850.6,1970.7,1921.8,1857.6,1802.5,868.72,856.5,846.89,1860,836.97,849.48,844.22,843.81,845.73,838.69,825.79,819.74,826.08,827.22,809.06,829.7,814.26,823.44,823.04,796.06,802.06,783.6,782.81,775.41,772.34,762.35,52.028,23.765,19.941,699.99,678.14,657.04,17.46,18.876,18.258,651.89,665.63,649.93,649.2,643.73,645.78,50.465,640.71,627.39,614.13,605.35,611.81,608.31,607.86,599.17,581.48,598.73,573.47,580.63,597.15,603.14,580.16,577.74,578.57,601.16,18.405,22.284,22.358,28.585,18.296,28.935,18.802,13.891,29.767,25.566,46.365,20.389,19.821,18.074,30.33,29.393,20.768,25.667,17.714,23.561,18.115,17.157,28.699,19.429,20.124,23.005,18.497,22.529,23.124,419.16,423.79,425.23,402.06,382.31,372.5,359.19,339.97,347.97,361.99,363.01,357.26,328.92,307.11,300.02,289.9,275.81,256.53,243.75,242.41,224.69,212.99,202.25,185.55,178.46,166.68,151.95,149.3,146.55,134.86,127.25,122.9,117.73,110.8,101.57,98.073,99.264,99.856,100.44,101.93,99.143,99.274,95.866,95.194,78.33,82.066,92.004,109.42,121.91,125.37,126.6,125.3,122.9,119.53,112.2,112.46,110.68,104.98,108.44,102.8,102.09,106.71,107.04,104.84,109.69
538.88,585.68,816.14,1314.1,1310,1297.1,1287,1257.6,1248.7,1242,1229.7,1203.4,1192.4,1188.4,1188,1182.9,1165.9,1152.9,1146.2,1134.8,1124.4,1767.4,1960.6,1752.4,1779.2,1813.6,1789.8,1887.8,1937.9,1884.5,1042.5,1832.2,1030.2,1016.3,1007.7,991.36,990.38,969.26,955.19,936.59,925.03,921.05,912.82,907.68,906.81,892.72,878.74,67.609,19.214,25.059,828.18,17.682,25.995,19.365,19.772,20.333,19.02,27.318,16.822,25.522,17.78,19.276,30.602,23.901,58.826,62.401,16.484,28.783,18.608,24.324,17.417,22.808,35.189,554.78,530.95,666.67,37.313,39.228,26.47,353.98,496.55,111.71,22.715,27.812,30.526,18.918,26.676,31.319,227.51,43.754,26.441,31.168,20.922,23.106,18.838,22.635,16.971,16.132,24.578,28.449,74.076,80.238,72.861,36.912,27.657,15.607,19.866,496.86,498.73,490.8,485.23,473.62,487.81,488.05,490.2,459.85,444.5,446.27,452.96,433.19,422.51,423.4,433.71,426.11,435.07,412.7,408.19,413.68,397.68,406.73,414.42,406.09,388.08,388.36,419.84,470.51,18.749,20.977,19.456,19.707,20.61,19.098,21.296,19.89,18.843,24.23,33.221,24.502,23.371,24.845,29.541,24.263,22.425,21.869,20.152,21.08,21.673,23.04,24.455,25.129,24.512,26.952,34.528,27.377,26.487,25.325,26.876,26.45,26.744,25.032,24.856,24.973,26.851,27.38,26.433,24.965,23.106,20.98,22.749,18.322,21.668,28.995,25.519,31.547,27.354,25.523,25.289,23.806,24.376,25.541,24.79,26.013,29.281,30.521,29.32,29.842,33.23,28.779,28.805,22.225,24.615
